service,API,endpoint,parsing
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:id
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:title
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:is_best
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:read_only
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:created_at
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:rating:like
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:rating:dislike
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:rating:likes
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:rating:dislikes
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:owner:id
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:owner:full_name
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:owner:avatar
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:owner:short_name
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,data:0:items:0:metadata:last:owner:is_expert
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,version
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,_links:self:href
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,_links:goto:href
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,_links:first:href
learn,Get discussions/posts of a course,GET | /learn/v1/courses/{id}/comments,_links:last:href
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,data:title
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,data:code
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,data:description
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,version
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,_links:self:href
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,_links:goto:href
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,_links:first:href
learn,Get course enrollment statistic to be used in charts,GET | /learn/v1/courses/chart,_links:last:href
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},data:0:recording:0:type
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},data:0:recording:0:url
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},data:0:recording:0:hls
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},version
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},_links:self:href
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},_links:goto:href
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},_links:first:href
learn,Get training materials of session,GET | /learn/v1/courses/session/{id_session}/date/{yyyy-mm-dd},_links:last:href
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:name
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:maximum_enrollments
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:minimum_enrollments
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:start_date
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:end_date
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:other_info
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:last_subscription_date
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:total_hours
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:evaluation_type
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:evaluation_base_score
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:evaluation_mode
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:name
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:day
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:time_begin
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:time_end
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:break_begin
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:break_end
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:timezone
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:classroom_id
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:location_id
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:session_dates:0:effective_duration
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:id
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:title
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:type
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:visible_to_user
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:value
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:mandatory
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},data:additional_fields:0:settings
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},version
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},_links:self:href
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},_links:goto:href
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},_links:first:href
learn,Get the full information about the ILT Course Session,GET | /learn/v1/courses/{course_id}/ilt/session/{session_id},_links:last:href
learn,Download Session Evaluation action for the currently logged user,GET | /learn/v1/course/downloadEvaluationFile,file
learn,Download Session Evaluation action for the currently logged user,GET | /learn/v1/course/downloadEvaluationFile,version
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:items:0:id_session
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:items:0:enrollments:0:id_user
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:items:0:enrollments:0:username
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:items:0:enrollments:0:user_status
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:count
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:has_more_data
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:current_page
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:current_page_size
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:total_page_count
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:total_count
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:sort:0:sort_attr
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,data:sort:0:sort_dir
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,version
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,_links:self:href
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,_links:goto:href
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,_links:first:href
learn,Retrieve course sessions,GET | /learn/v1/courses/{course_id}/sessions/enrollments,_links:last:href
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:id
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:name:type
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:name:value
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:dropdown_options:type
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:dropdown_options:value
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:actions:0
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:association
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:extra_association
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:type
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:show_field
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:mandatory
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:url
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:height
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:columns_catalog
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:columns_widget
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:hash_secret
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:oauth_client_id
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:settings:send_oauth2_token
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:sequence
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:multi_choice_filter
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:filterable
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:textfield_choices:0
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:items:0:json_config_filter
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:count
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:has_more_data
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:current_page
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:current_page_size
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:total_page_count
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:total_count
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:sort:0:sort_attr
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,data:sort:0:sort_dir
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,version
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,extra_data:max_allowed
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,_links:self:href
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,_links:goto:href
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,_links:first:href
learn,"Retrieves the list of all course additional fields, optionally filtered with the input parameters.",GET | /learn/v1/courses/field,_links:last:href
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:id
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:name
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:association
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:extra_association
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:mandatory
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:type
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:show_field
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:sequence
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:filterable
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:multi_choice_filter
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:json_config_filter
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:translations:__translation__
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:option_id
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:url
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:height
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:columns_catalog
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:columns_widget
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:hash_secret
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:oauth_client_id
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},data:dropdown_options:settings:send_oauth2_token
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},version
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},_links:self:href
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},_links:goto:href
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},_links:first:href
learn,Get information about a course additional field.,GET | /learn/v1/courses/field/{field_id},_links:last:href
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:total_size
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:job_id
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:job_starting_date
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:job_status
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:success
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:message
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:end_object_mark_id:0
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:id
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:type
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:resource_id
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:size
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:path
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:mobile_unsupported
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:presentation_order:0
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:seek_mode
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:prerequisites:0
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:scorm_version
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:external:deeplink_play
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:external:deeplink_download
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:scorm_items:sco_id
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:scorm_items:launch_url
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:scorm_items:requirements:0
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:metadata:scorm_items:mastery_score
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:tracking:bookmark
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,data:los:0:tracking:scorm_items:sco_id
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,version
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,_links:self:href
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,_links:goto:href
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,_links:first:href
learn,Get downloadable link for course materials,GET | /learn/v1/courses/{id}/download,_links:last:href
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:id_session
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:id_course
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:name
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:max_enroll
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:min_enroll
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:date_begin
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:date_end
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:last_subscription_date
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:other_info
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:evaluation_type
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:score_base
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:day
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:name
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:time_begin
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:time_end
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:break_begin
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:break_end
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:timezone
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:location_name
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:location_address
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:id_location
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,sessions:0:dates:0:id_classroom
learn,Return the list of scheduled ilt sessions,GET | /learn/v1/courses/{course_id}/classroom/session,version
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Title
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Description
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Additional_fields:0:id
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Additional_fields:0:title
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Additional_fields:0:type
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Additional_fields:0:value
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,data:0:course_description:Additional_fields:0:mandatory
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,version
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,_links:self:href
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,_links:goto:href
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,_links:first:href
learn,Course Description action,GET | /learn/v1/coursedesc/getCourseDescription,_links:last:href
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:id
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:name
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:description
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:type
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:status
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:lang_code
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:course_code
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:enroll_begin_date
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:course_complete_date
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:total_time
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:score
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:score_given
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:subscription:subscribed
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},data:records:subscription:is_active
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},version
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},_links:self:href
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},_links:goto:href
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},_links:first:href
learn,View information for enrolled user on current course.,GET | /learn/v1/enrollments/{id_course}/{id_user},_links:last:href
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:user_id
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:username
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:course_id
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:course_name
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:course_type
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:subscription_date
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:items:0:session_id
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:count
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:has_more_data
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:current_page
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:current_page_size
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:total_page_count
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:total_count
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:sort:0:sort_attr
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,data:sort:0:sort_dir
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,version
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,_links:self:href
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,_links:goto:href
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,_links:first:href
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,_links:last:href
learn,"Get pending enrollments, for users that are waiting for Admin Approval",GET | /learn/v1/enrollment/pending_users,cursor
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},data:level
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},data:date
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},data:success
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},data:error_message
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},version
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},_links:self:href
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},_links:goto:href
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},_links:first:href
learn,Retrieve information for certain ILT Sessions Enrollment,GET | /learn/v1/enrollment/{id_course}/{id_user}/ilt/session/{id_session},_links:last:href
learn,Returns list of mappable fields for the data importer,GET | /learn/v1/enrollment/importer_fields,version
learn,Returns list of External training,GET | /learn/v1/external_training,data:items:0:training_id
learn,Returns list of External training,GET | /learn/v1/external_training,data:items:0:user_id
